YM	SUBSCTN_ID	SUBSCTN_START_DT	NP_IN	TENURE	DT1_DATA_RTD_DUR	DT1_DATA_RTD_DWN_PACK	DT1_DATA_RTD_UP_PACK	DT1_DATA_RTD_CNT	DT2_DATA_RTD_DUR	DT2_DATA_RTD_DWN_PACK	DT2_DATA_RTD_UP_PACK	DT2_DATA_RTD_CNT	DT3_DATA_RTD_DUR	DT3_DATA_RTD_DWN_PACK	DT3_DATA_RTD_UP_PACK	DT3_DATA_RTD_CNT	VO1_MIN	VO1_CNT	VO1_PTYCNT	VO1_CHTMIN	VO1_TWMMIN	VO1_FETMIN	VO1_CHTCNT	VO1_TWMCNT	VO1_FETCNT	VO1_CHTPTYCNT	VO1_TWMPTYCNT	VO1_FETPTYCNT	VO2_MIN	VO2_CNT	VO2_PTYCNT	VO2_CHTMIN	VO2_TWMMIN	VO2_FETMIN	VO2_CHTCNT	VO2_TWMCNT	VO2_FETCNT	VO2_CHTPTYCNT	VO2_TWMPTYCNT	VO2_FETPTYCNT	VO3_MIN	VO3_CNT	VO3_PTYCNT	VO3_CHTMIN	VO3_TWMMIN	VO3_FETMIN	VO3_CHTCNT	VO3_TWMCNT	VO3_FETCNT	VO3_CHTPTYCNT	VO3_TWMPTYCNT	VO3_FETPTYCNT	SMS1_CNT	SMS2_CNT	SMS3_CNT	TENURE_MONTH_CNT	PREPAID_IND	GENDER_TYPE_CD	SUBSCTN_AGE	NTW_SERVICE_TYPE_CD	OFFER_SERVICE_TYPE_CD	OFFER_ID	BRANCH_CHANNEL_ID	SC_CHANNEL_ID	AGENT_CHANNEL_ID	MPRO_MEMBER_IND	NP_IN_IND	NP_FROM_CARRIER_CD	NP_OUT_IND	NP_TO_CARRIER_CD	HANDSET_RETN_CONTR_IND	HANDSET_CONTR_EXP_MONTH_CNT	HIST_HANDSET_CONTR_CNT	HIST_HANDSET_PURCHASE_CNT	AVG_HANDSET_PURCHASE_AMT	LAST_HANDSET_PURCHASE_AMT	OFFER_2GTO3G_IND	OFFER_3GTO2G_IND	OFFER_2GTO4G_IND	OFFER_3GTO4G_IND	OFFER_4GTO2G_IND	OFFER_4GTO3G_IND	VB1_TOT_PTYCNT	VB1_TOT_CNT	VB1_TOT_DUR	VB1_TWM_PTYCNT	VB1_TWM_CNT	VB1_TWM_DUR	VB1_FET_PTYCNT	VB1_FET_CNT	VB1_FET_DUR	VB1_VBT_PTYCNT	VB1_VBTCNT	VB1_VBTDUR	VB1_APW_PTYCNT	VB1_APW_CNT	VB1_APW_DUR	VB2_TOT_PTYCNT	VB2_TOT_CNT	VB2_TOT_DUR	VB2_TWM_PTYCNT	VB2_TWM_CNT	VB2_TWM_DUR	VB2_FET_PTYCNT	VB2_FET_CNT	VB2_FET_DUR	VB2_VBT_PTYCNT	VB2_VBTCNT	VB2_VBTDUR	VB2_APW_PTYCNT	VB2_APW_CNT	VB2_APW_DUR	VB3_TOT_PTYCNT	VB3_TOT_CNT	VB3_TOT_DUR	VB3_TWM_PTYCNT	VB3_TWM_CNT	VB3_TWM_DUR	VB3_FET_PTYCNT	VB3_FET_CNT	VB3_FET_DUR	VB3_VBT_PTYCNT	VB3_VBTCNT	VB3_VBTDUR	VB3_APW_PTYCNT	VB3_APW_CNT	VB3_APW_DUR
201603	207069023	2013/8/2	遠傳	32	1487.38	8745764.765625	578278.195313	246.00	1398.17	10098089.328125	663849.007813	283.00	2873.12	8567243.937500	866633.789063	393.00	0.20	18.00	6	0.17	0.01	?	13.00	2.00	?	5	2	?	0.26	22.00	5	0.22	?	0.04	20.00	?	2.00	5	?	2	0.11	14.00	7	0.10	0.00	?	12.00	1.00	?	6	1	?	?	1.00	7.00	32	N	2	47	D	5	5	41	45	?	N	N	?	Y	FE4	N	-1	1	1	7990.00	7990.00	?	?	?	?	?	?	1	2.00	0.35	0	?	?	1	2.00	0.35	0	?	?	0	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	3	5.00	3.45	1	2.00	1.63	2	3.00	1.82	0	?	?	0	?	?
201603	8383479	2006/6/29	台哥大	118	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	118	N	1	24	M	M	5	29	297	?	N	N	?	Y	TW4	N	-1	0	0	0.00	0.00	Y	N	N	Y	N	N	2	2.00	1.11	1	1.00	0.13	1	1.00	0.98	0	?	?	0	?	?	5	7.00	12.69	0	?	?	3	5.00	12.36	2	2.00	0.33	0	?	?	2	3.00	2.24	1	2.00	1.57	1	1.00	0.67	0	?	?	0	?	?
201603	400790843	1997/12/12	遠傳	221	?	?	?	?	?	?	?	?	?	?	?	?	0.69	38.00	19	0.21	0.20	0.20	12.00	3.00	12.00	5	2	8	1.85	66.00	16	0.99	0.02	0.46	27.00	1.00	18.00	7	1	7	1.40	79.00	19	0.75	0.08	0.18	35.00	6.00	10.00	8	4	8	?	?	?	221	N	1	36	5	5	5	71	73	?	N	N	?	Y	YZT	N	-1	4	3	2123.33	1190.00	Y	N	N	N	N	N	11	30.00	43.02	3	5.00	16.92	8	25.00	26.10	0	?	?	0	?	?	15	60.00	86.83	2	8.00	5.77	12	51.00	80.31	0	?	?	1	1.00	0.75	13	42.00	50.04	2	7.00	5.33	9	33.00	40.65	1	1.00	3.23	1	1.00	0.83
201603	12411078	2011/10/26	遠傳	52	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	52	N	1	50	5	5	9	35	3502	?	N	N	?	Y	FE4	N	-1	0	0	0.00	0.00	Y	N	N	N	N	N	8	16.00	16.24	2	5.00	11.28	5	10.00	4.41	1	1.00	0.55	0	?	?	7	18.00	18.82	2	8.00	11.82	5	10.00	7.00	0	?	?	0	?	?	11	21.00	9.91	2	5.00	2.38	9	16.00	7.53	0	?	?	0	?	?
201603	206004176	2010/4/2	遠傳	72	?	?	?	?	?	?	?	?	?	?	?	?	0.57	39.00	20	0.51	0.04	?	32.00	6.00	?	14	5	?	0.24	19.00	6	0.18	?	0.03	15.00	?	1.00	5	?	1	0.51	29.00	14	0.41	0.07	0.02	22.00	4.00	2.00	8	3	2	?	?	2.00	72	N	1	41	5	5	5	55	?	?	N	N	?	Y	YZT	N	-1	2	0	0.00	0.00	Y	N	N	N	N	N	7	5.00	3.17	5	4.00	1.49	1	?	0.00	1	1.00	1.68	0	?	?	5	6.00	3.85	2	3.00	1.53	1	1.00	0.52	0	?	?	2	2.00	1.80	11	6.00	9.19	5	4.00	3.14	2	2.00	6.05	0	?	?	4	?	0.00
201603	400834339	1993/6/28	台灣之星	276	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	276	N	1	49	1	1	A	71	73	?	N	N	?	Y	VBT	N	-1	0	0	0.00	0.00	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?
201603	407753618	2015/3/1	遠傳	12	11194.62	36640349.304688	1666.125000	234.00	12720.27	33000566.257813	795.914063	254.00	12791.25	44790348.351563	0.000000	226.00	0.89	10.00	6	0.69	?	0.18	3.00	?	3.00	2	?	3	0.16	9.00	6	0.01	?	0.08	2.00	?	3.00	2	?	3	0.40	16.00	3	0.13	0.03	0.01	4.00	3.00	1.00	1	1	1	11.00	?	?	12	N	1	28	J	K	A004	8	8c	?	N	Y	APW	Y	FE4	N	-1	0	0	0.00	0.00	?	?	?	?	?	?	3	3.00	5.57	0	?	?	2	2.00	4.70	0	?	?	1	1.00	0.87	4	7.00	46.01	1	1.00	0.43	2	5.00	45.45	0	?	?	1	1.00	0.13	3	3.00	3.45	1	1.00	0.68	0	?	?	0	?	?	2	2.00	2.77
201603	14217555	2013/8/9	遠傳	31	?	?	?	?	?	?	?	?	?	?	?	?	0.13	14.00	6	0.03	0.01	?	4.00	1.00	?	2	1	?	0.08	8.00	3	0.03	0.02	?	3.00	4.00	?	1	2	?	0.12	9.00	1	0.02	0.06	?	3.00	2.00	?	1	1	?	?	?	?	31	N	2	41	5	5	5	3	?	SC	N	Y	TW3	Y	FE4	N	-1	1	1	0.00	0.00	?	?	?	?	?	?	4	12.00	7.73	2	9.00	4.90	1	2.00	2.65	1	1.00	0.18	0	?	?	5	6.00	3.90	2	3.00	2.88	1	1.00	0.27	2	2.00	0.75	0	?	?	7	10.00	6.63	3	5.00	4.14	0	?	?	4	5.00	2.49	0	?	?
201603	11463702	2010/10/4	台灣之星	66	38639.33	140533660.500000	143440.492188	318.00	36382.12	96025245.429688	11829541.539063	200.00	42807.48	186630691.976563	17020149.500000	254.00	5.84	323.00	62	2.96	0.05	1.02	146.00	3.00	55.00	25	1	12	6.71	285.00	54	2.93	0.04	2.55	169.00	4.00	45.00	20	1	13	5.42	288.00	44	2.65	0.07	1.80	170.00	5.00	49.00	18	4	12	1.00	2.00	1.00	66	N	2	39	J	K	A007	3	?	SC	N	Y	TW3	Y	TSC	N	-1	3	3	3660.00	5990.00	N	N	N	Y	N	N	22	112.00	123.32	2	2.00	2.77	14	74.00	85.55	5	35.00	34.88	1	1.00	0.12	14	72.00	98.68	3	3.00	1.39	9	52.00	82.16	2	17.00	15.13	0	?	?	18	107.00	145.40	3	3.00	1.40	10	74.00	91.95	4	23.00	21.78	1	7.00	30.27
201603	14302192	2013/9/4	台灣之星	30	?	?	?	?	2600.78	5643729.242188	1076522.226563	57.00	1942.97	4201148.468750	591165.179688	45.00	?	?	?	?	?	?	?	?	?	?	?	?	0.06	8.00	5	0.06	?	0.00	7.00	?	1.00	4	?	1	0.07	5.00	4	0.06	?	?	3.00	?	?	3	?	?	?	?	?	30	N	1	32	D	5	5	29	2951	?	N	Y	TWM	Y	VBT	N	-1	1	1	10190.00	10190.00	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	1	1.00	1.67	1	1.00	1.67	0	?	?	0	?	?	0	?	?	2	2.00	0.82	0	?	?	1	2.00	0.82	0	?	?	1	?	0.00
201603	403619681	2003/11/11	台哥大	150	28861.45	116840406.343750	8653846.992188	246.00	42040.22	217103579.742188	14725072.054688	464.00	42984.97	289717199.531250	26466035.179688	530.00	0.20	36.00	8	0.05	?	0.15	4.00	?	32.00	3	?	5	0.58	49.00	9	0.27	?	0.20	14.00	?	28.00	2	?	3	0.44	63.00	3	0.10	0.00	0.24	13.00	1.00	44.00	3	1	1	?	3.00	2.00	150	N	1	28	D	5	5	5	5347	?	N	N	?	Y	TW4	N	-1	4	3	330.00	0.00	Y	N	N	N	N	N	5	8.00	3.78	2	2.00	1.26	3	6.00	2.52	0	?	?	0	?	?	3	9.00	5.38	0	?	?	3	9.00	5.38	0	?	?	0	?	?	4	15.00	41.51	2	4.00	36.05	2	11.00	5.46	0	?	?	0	?	?
201603	407892394	2015/7/10	遠傳	8	39450.42	87546298.273438	5279874.976563	215.00	38616.38	66119758.664063	5066246.921875	241.00	34181.12	65124504.390625	6839995.351563	176.00	18.95	329.00	16	18.10	0.28	0.42	303.00	8.00	7.00	9	4	2	11.47	197.00	14	11.17	0.12	0.18	178.00	4.00	14.00	6	4	3	8.96	221.00	21	7.85	0.59	0.20	187.00	8.00	9.00	7	5	3	?	?	?	8	N	1	25	J	K	A005	6	6a	?	N	Y	TW3	Y	FE4	N	-1	0	0	0.00	0.00	?	?	?	?	?	?	1	2.00	26.33	0	?	?	1	2.00	26.33	0	?	?	0	?	?	6	16.00	71.99	1	1.00	1.27	4	14.00	70.62	1	1.00	0.10	0	?	?	3	15.00	47.50	2	4.00	8.05	1	11.00	39.45	0	?	?	0	?	?
201603	9054385	2007/7/26	台哥大	105	40795.67	12817016.242188	1147595.125000	971.00	42785.15	14820424.195313	1367800.023438	1534.00	42621.12	16393665.742188	1801271.546875	1714.00	1.12	128.00	28	0.61	0.11	0.30	50.00	15.00	54.00	15	9	9	1.28	139.00	31	0.42	0.16	0.66	45.00	20.00	69.00	13	7	8	1.40	145.00	47	0.49	0.29	0.37	49.00	19.00	60.00	16	7	11	?	?	?	105	N	1	28	D	5	7	29	2971	?	N	Y	TWM	Y	TW4	N	-1	1	1	5400.00	5400.00	Y	N	N	N	N	N	24	70.00	42.53	10	29.00	19.38	12	33.00	17.90	0	?	?	1	4.00	1.08	24	115.00	91.82	9	34.00	28.64	13	76.00	59.33	0	?	?	1	3.00	1.93	35	111.00	77.48	13	42.00	32.25	18	65.00	43.33	0	?	?	3	3.00	0.63
201603	4583171	2001/12/31	遠傳	173	12281.25	4907748.843750	0.000000	142.00	17685.15	3733566.031250	0.000000	136.00	19440.60	3309655.218750	0.000000	131.00	0.05	7.00	3	0.04	?	0.01	5.00	?	2.00	2	?	1	0.00	1.00	1	0.00	?	?	1.00	?	?	1	?	?	0.10	10.00	3	0.06	0.00	?	6.00	1.00	?	2	1	?	?	?	?	173	N	1	33	J	K	A003	22	291	AE	N	N	?	Y	YZT	N	-1	5	4	3730.00	7990.00	Y	N	N	Y	N	N	2	2.00	2.82	2	2.00	2.82	0	?	?	0	?	?	0	?	?	1	1.00	0.20	0	?	?	0	?	?	1	1.00	0.20	0	?	?	1	1.00	0.48	0	?	?	0	?	?	1	1.00	0.48	0	?	?
201603	207114753	2013/9/13	遠傳	30	28241.78	6968868.453125	134732.375000	227.00	32905.83	16817881.773438	310057.109375	255.00	38459.25	10858142.554688	275950.250000	304.00	0.33	17.00	6	0.20	0.07	?	7.00	4.00	?	4	2	?	0.58	23.00	7	0.29	0.04	?	7.00	2.00	?	4	2	?	0.89	42.00	18	0.59	0.14	?	19.00	8.00	?	7	4	?	?	?	2.00	30	N	2	34	J	K	A004	41	41i	?	N	Y	TW3	Y	YZT	N	-1	1	1	0.00	0.00	N	N	N	Y	N	N	4	21.00	23.06	2	19.00	22.33	0	?	?	1	1.00	0.70	1	1.00	0.03	3	34.00	27.76	2	33.00	26.53	0	?	?	1	1.00	1.23	0	?	?	7	21.00	17.11	5	19.00	15.91	0	?	?	0	?	?	2	2.00	1.20
201603	14920246	2014/3/4	遠傳	25	1385.60	4105835.023438	193456.304688	52.00	1712.58	7874439.007813	171765.976563	26.00	2458.70	872668.085938	115809.421875	31.00	0.41	23.00	5	0.39	?	0.02	20.00	?	2.00	4	?	1	0.20	18.00	7	0.18	?	0.02	14.00	?	4.00	5	?	2	0.09	8.00	4	0.06	0.00	0.02	5.00	1.00	1.00	3	1	1	?	?	?	25	N	2	35	D	5	5	35	3502	?	N	Y	YZT	Y	FE4	N	-1	0	0	0.00	0.00	?	?	?	?	?	?	1	1.00	0.15	0	?	?	1	1.00	0.15	0	?	?	0	?	?	3	4.00	3.48	1	2.00	2.18	1	1.00	0.32	1	1.00	0.98	0	?	?	2	4.00	3.92	1	2.00	1.95	1	2.00	1.97	0	?	?	0	?	?
201603	205922019	2009/12/22	遠傳	76	12245.93	22942650.382813	1108992.507813	340.00	9915.77	21265942.929688	1195994.195313	324.00	1788.20	6325575.960938	332249.796875	172.00	0.28	21.00	6	0.03	0.07	0.08	2.00	2.00	12.00	2	1	3	0.38	31.00	7	0.23	0.03	0.02	20.00	2.00	1.00	5	2	1	0.54	28.00	10	0.43	?	0.05	21.00	?	1.00	6	?	1	?	6.00	3.00	76	N	2	40	D	5	5	41	45	?	N	Y	TWM	Y	FE4	N	-1	2	2	2245.00	4490.00	Y	N	N	N	N	N	4	5.00	2.09	2	3.00	0.49	1	1.00	0.32	1	1.00	1.28	0	?	?	6	6.00	7.94	2	2.00	1.45	2	2.00	3.19	1	1.00	0.77	1	1.00	2.53	2	2.00	0.89	1	1.00	0.37	0	?	?	1	1.00	0.52	0	?	?
201603	207311998	2014/3/25	遠傳	24	?	?	?	?	?	?	?	?	?	?	?	?	0.34	18.00	2	?	?	0.20	?	?	11.00	?	?	2	0.14	9.00	3	0.01	0.01	0.04	1.00	2.00	4.00	1	1	2	0.49	16.00	4	0.03	?	0.35	3.00	?	11.00	3	?	3	?	?	?	24	N	2	38	5	5	5	47	4889	?	N	N	?	Y	YZT	N	-1	0	0	0.00	0.00	?	?	?	?	?	?	2	5.00	4.12	0	?	?	2	5.00	4.12	0	?	?	0	?	?	8	15.00	10.97	5	6.00	2.52	3	9.00	8.45	0	?	?	0	?	?	6	6.00	7.62	0	?	?	4	4.00	5.67	1	1.00	1.35	1	1.00	0.60
201603	11514899	2010/10/26	台哥大	65	15934.78	10222819.132813	1659152.312500	734.00	13032.08	8619116.234375	1710341.632813	384.00	16388.03	9456747.468750	2052164.390625	691.00	0.25	18.00	4	0.07	0.03	0.11	7.00	6.00	4.00	3	3	1	0.09	9.00	3	0.04	0.01	0.04	2.00	2.00	5.00	2	1	2	0.10	10.00	7	0.07	0.01	0.01	7.00	1.00	2.00	5	1	2	?	?	?	65	N	1	36	D	5	5	29	295	SA	N	Y	APW	Y	TW4	N	-1	0	0	0.00	0.00	?	?	?	?	?	?	5	12.00	18.57	4	3.00	2.44	1	9.00	16.13	0	?	?	0	?	?	4	5.00	3.67	3	3.00	3.19	1	2.00	0.48	0	?	?	0	?	?	2	2.00	0.50	1	1.00	0.32	1	1.00	0.18	0	?	?	0	?	?
201603	14107855	2013/7/8	台哥大	32	16284.22	10704745.710938	758887.500000	205.00	10689.35	7759626.656250	583332.460938	343.00	8297.15	5135541.382813	422683.679688	300.00	1.03	33.00	16	0.63	0.26	0.08	11.00	13.00	6.00	7	7	2	0.98	47.00	22	0.39	0.39	0.16	23.00	13.00	8.00	10	9	2	0.74	38.00	13	0.35	0.22	0.13	18.00	10.00	8.00	8	6	4	?	?	1.00	32	N	2	45	D	5	S	39	?	SC	N	Y	TW3	Y	TW4	N	-1	1	1	0.00	0.00	?	?	?	?	?	?	12	20.00	21.02	8	14.00	17.17	3	5.00	3.50	1	1.00	0.35	0	?	?	10	23.00	26.39	5	11.00	20.80	3	10.00	5.38	2	2.00	0.21	0	?	?	13	27.00	37.03	7	19.00	32.85	2	4.00	3.60	3	3.00	0.48	1	1.00	0.10
201603	7557601	2005/1/21	遠傳	135	2630.77	6656160.101563	498022.328125	131.00	2862.35	8436480.179688	736271.953125	182.00	3468.42	7829949.468750	686742.554688	101.00	0.06	11.00	6	0.02	?	0.02	4.00	?	4.00	3	?	2	0.06	11.00	3	0.03	?	0.02	4.00	?	6.00	2	?	2	0.36	15.00	3	0.04	?	0.01	5.00	?	3.00	3	?	1	3.00	3.00	?	135	N	2	27	D	5	5	3	34	?	N	N	?	Y	FE4	N	-1	4	4	6440.00	6990.00	Y	N	N	N	N	N	3	4.00	0.33	1	?	0.00	1	4.00	0.33	0	?	?	1	?	0.00	5	14.00	1.07	1	?	0.00	2	10.00	0.73	2	4.00	0.34	0	?	?	3	9.00	3.60	0	?	?	1	7.00	2.60	2	2.00	1.00	0	?	?
201603	15399851	2014/7/13	遠傳	20	8043.38	23066662.007813	1596091.468750	43.00	28.10	5289.507813	20004.539063	14.00	6074.50	11517327.656250	655955.312500	32.00	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	1.00	?	?	20	N	2	31	J	K	A004	29	292	SA	N	N	?	Y	YZT	Y	3	1	1	0.00	0.00	N	N	N	Y	N	N	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	2	1.00	0.02	0	?	?	1	?	0.00	1	1.00	0.02	0	?	?	1	?	0.00	0	?	?	0	?	?	1	?	0.00	0	?	?
201603	208031914	2016/2/28	台哥大	0	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	0	N	2	58	M	M	5	49	49b	?	N	N	?	Y	TW3	N	-1	0	0	0.00	0.00	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?
201603	207106690	2013/9/4	台哥大	30	11829.37	38815617.875000	3371006.062500	221.00	10731.10	65193626.250000	3643946.945313	296.00	16080.57	50767752.460938	4667226.117188	254.00	1.22	73.00	18	0.52	0.13	0.15	21.00	8.00	14.00	5	4	4	1.44	106.00	31	0.53	0.37	0.24	32.00	18.00	26.00	13	7	6	0.71	67.00	19	0.15	0.18	0.21	19.00	10.00	19.00	9	9	6	9.00	29.00	12.00	30	N	1	18	D	5	T	47	?	?	N	N	?	Y	TW4	N	-1	1	1	12900.00	12900.00	?	?	?	?	?	?	12	34.00	32.88	4	10.00	10.72	5	6.00	3.93	1	1.00	10.45	2	17.00	7.78	13	36.00	18.80	4	9.00	4.31	6	13.00	9.30	1	1.00	0.17	2	13.00	5.02	11	21.00	9.99	4	4.00	1.10	6	9.00	6.67	0	?	?	1	8.00	2.22
201603	406377385	2011/7/12	遠傳	57	5077.98	30204272.164063	0.000000	279.00	3270.52	14370434.460938	0.000000	162.00	4677.53	27060272.671875	0.000000	256.00	0.18	9.00	4	0.01	0.04	0.09	1.00	3.00	3.00	1	1	3	0.24	11.00	3	0.02	0.13	0.04	1.00	5.00	1.00	1	2	1	0.59	15.00	10	0.03	0.13	0.07	2.00	4.00	5.00	2	3	4	?	?	?	57	N	2	26	J	K	A005	6	?	SA	N	N	?	Y	FE4	N	-1	2	2	1700.00	0.00	N	N	N	Y	N	N	4	5.00	7.67	2	2.00	1.81	1	2.00	5.68	1	1.00	0.18	0	?	?	7	10.00	14.59	1	2.00	0.75	4	6.00	10.67	0	?	?	2	2.00	3.17	6	8.00	23.13	1	1.00	0.40	4	5.00	3.25	0	?	?	1	2.00	19.48
201603	400342298	1998/2/19	台哥大	219	?	?	?	?	?	?	?	?	?	?	?	?	0.95	21.00	6	0.05	?	0.87	12.00	?	8.00	2	?	3	0.05	6.00	3	0.03	0.01	?	3.00	2.00	?	1	2	?	0.15	10.00	3	0.15	?	?	10.00	?	?	3	?	?	1.00	?	1.00	219	N	2	46	5	5	5	6	?	?	N	N	?	Y	TW4	N	-1	3	2	1745.00	0.00	Y	N	N	N	N	N	5	6.00	6.47	3	4.00	2.99	2	2.00	3.48	0	?	?	0	?	?	3	3.00	1.43	1	1.00	0.73	0	?	?	0	?	?	1	1.00	0.38	6	6.00	2.23	1	1.00	0.27	2	2.00	0.17	0	?	?	3	3.00	1.79
201603	14436811	2013/10/11	台哥大	30	10376.50	11390485.000000	114630.054688	117.00	4395.33	6722413.812500	560853.914063	82.00	1358.37	3064009.976563	4796.859375	28.00	0.11	12.00	3	0.02	?	?	4.00	?	?	2	?	?	0.44	11.00	3	0.37	0.07	?	7.00	2.00	?	2	2	?	0.44	15.00	6	0.30	0.06	?	7.00	2.00	?	3	2	?	?	?	1.00	30	N	1	32	J	K	A003	3	?	SA	N	N	?	Y	TW4	N	0	1	1	10390.00	10390.00	N	N	N	Y	N	N	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	9	11.00	16.00	5	7.00	9.03	2	2.00	4.55	1	?	0.00	1	2.00	2.42	8	16.00	15.38	8	16.00	15.38	0	?	?	0	?	?	0	?	?
201603	1365745	1998/12/21	遠傳	210	?	?	?	?	?	?	?	?	?	?	?	?	1.23	56.00	14	0.54	0.27	0.08	19.00	12.00	3.00	4	3	2	2.39	90.00	23	1.10	0.47	0.08	28.00	17.00	5.00	7	3	4	1.35	40.00	8	0.85	0.24	?	21.00	7.00	?	4	4	?	1.00	?	1.00	210	N	1	47	5	5	T	22	288	?	N	N	?	Y	FE4	N	-1	4	2	2485.00	2490.00	Y	N	N	N	N	N	9	19.00	33.68	2	6.00	14.68	7	13.00	19.00	0	?	?	0	?	?	10	21.00	27.16	4	11.00	18.63	4	8.00	7.98	1	1.00	0.20	1	1.00	0.35	5	10.00	18.76	2	5.00	4.53	2	3.00	11.20	0	?	?	1	2.00	3.03
201603	204919457	2006/8/4	台哥大	117	36213.78	91402878.742188	5649224.570313	166.00	38385.87	54222858.585938	5277444.585938	173.00	38120.35	58893817.531250	15048459.062500	168.00	0.90	39.00	16	0.19	0.02	?	4.00	1.00	?	2	1	?	0.93	49.00	11	0.02	?	?	1.00	?	?	1	?	?	0.93	45.00	17	?	0.00	?	?	2.00	?	?	1	?	7.00	7.00	16.00	117	N	1	24	J	K	A006	49	?	?	N	N	?	Y	TW4	Y	3	4	4	3912.50	7990.00	Y	N	N	Y	N	N	12	15.00	39.45	7	7.00	4.79	5	8.00	34.66	0	?	?	0	?	?	8	11.00	5.26	6	7.00	4.19	2	4.00	1.07	0	?	?	0	?	?	9	12.00	7.24	6	7.00	5.86	3	5.00	1.38	0	?	?	0	?	?
201603	14322788	2013/9/6	亞太	30	17602.25	32830521.945313	2663095.914063	204.00	14005.18	20411900.539063	11495015.414063	208.00	17026.10	18169884.187500	2169845.429688	211.00	3.67	55.00	11	3.61	?	0.04	50.00	?	4.00	8	?	2	0.64	60.00	14	0.55	0.01	?	53.00	2.00	?	9	1	?	0.83	42.00	11	0.80	0.01	?	37.00	2.00	?	10	1	?	?	1.00	?	30	N	2	23	D	5	5	22	2931	?	N	Y	YZT	Y	AP4	N	-1	1	1	7990.00	7990.00	?	?	?	?	?	?	4	4.00	1.27	2	?	0.00	1	4.00	1.27	1	?	0.00	0	?	?	3	4.00	0.90	1	?	0.00	0	?	?	1	4.00	0.90	1	?	0.00	4	10.00	5.23	1	?	0.00	1	?	0.00	2	10.00	5.23	0	?	?
201603	206644142	2012/5/4	台哥大	47	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	47	Y	2	40	9	9	5	41	45	?	N	Y	VBT	Y	TW4	N	-1	1	1	1800.00	1800.00	Y	N	N	N	N	N	4	16.00	6.17	2	6.00	2.84	1	1.00	0.65	1	9.00	2.68	0	?	?	9	16.00	10.53	3	6.00	2.98	3	2.00	4.22	1	6.00	2.00	2	2.00	1.33	5	25.00	35.30	3	4.00	10.65	1	1.00	0.28	1	20.00	24.37	0	?	?
201603	403865612	2004/3/29	台哥大	146	17112.25	61552467.304688	1862609.437500	392.00	17355.87	125654699.132813	3271767.515625	470.00	21314.33	113452055.929688	3176291.078125	437.00	0.52	30.00	7	0.19	0.02	0.06	14.00	2.00	2.00	2	1	1	0.21	12.00	4	0.07	?	0.06	6.00	?	2.00	1	?	1	0.14	9.00	1	0.02	0.00	?	4.00	1.00	?	1	1	?	1.00	?	1.00	146	N	2	37	D	5	5	71	7301	?	N	N	?	Y	TW4	N	-1	3	3	1823.33	1790.00	Y	N	N	N	N	N	4	2.00	1.37	3	2.00	1.37	1	?	0.00	0	?	?	0	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	2	2.00	0.20	2	2.00	0.20	0	?	?	0	?	?	0	?	?
